gene_1	gene_2	OG	species	dist_kaks	dist_tree	HGT_kaks	HGT_tree	HGT_topology	HGT
Fv10027v4.0_bf7a1de6-d49e-4ed4-adef-073ca1efbff2	VDAG_CQ2_11_01_2016_e2a82df5-634e-4cb3-a996-77a96603d709	OG0000456	VDAG_CQ2_11_01_2016_vs_Fv10027v4.0	1.16289	0.9078936	False	False	1	1
FORC_genomic_gene-AU210_008102	Fv10027v4.0_548402ff-6f1b-4319-8ded-211aec06bdcc	OG0005170	Fv10027v4.0_vs_FORC_genomic	0.131373	0.0	False	True	0	1
FORC_genomic_gene-AU210_014067	Fv10027v4.0_a3fe8842-abe1-402b-8305-30c1c0e22c54	OG0004795	Fv10027v4.0_vs_FORC_genomic	0.525757	0.146122	False	False	1	1
FORC_genomic_gene-AU210_016059	VDAG_Jr2_v4.0.NCBIorder_gene7042	OG0000650	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	3.96952	1.0948857	False	False	1	1
FORC_genomic_gene-AU210_007714	Fv10027v4.0_846c33d0-ef53-43ac-9361-a9dacc5ecf10	OG0001505	Fv10027v4.0_vs_FORC_genomic	0.14608	0.008353	False	False	1	1
FORC_genomic_gene-AU210_014164	VDAG_CQ2_11_01_2016_ad0990cd-cdbd-4550-9bbe-a46bbfdd30c6	OG0000035	VDAG_CQ2_11_01_2016_vs_FORC_genomic	4.21633	0.784394	False	False	1	1
VDAG_CQ2_11_01_2016_ca34a263-f279-48a7-abd3-82a911191763	VDAG_Jr2_v4.0.NCBIorder_gene4958	OG0000015	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	2.2008	1.316187	False	False	1	1
FORC_genomic_gene-AU210_004173	VDAG_CQ2_11_01_2016_ee34a363-9181-4689-8e9f-de787ebb6118	OG0001259	VDAG_CQ2_11_01_2016_vs_FORC_genomic	1.54422	1.226883	False	False	1	1
FORC_genomic_gene-AU210_012906	Fv10027v4.0_3e44130d-2ec4-443b-a8a9-db841edfffa1	OG0001788	Fv10027v4.0_vs_FORC_genomic	0.617984	0.248931	False	False	1	1
VDAG_CQ2_11_01_2016_40faba19-344a-4f86-a0c8-b5617e403ba5	VDAG_Jr2_v4.0.NCBIorder_gene6948	OG0001911	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00232962	0.0	True	False	0	1
FORC_genomic_gene-AU210_006366	Fv10027v4.0_6f2052e6-eb38-4dda-a433-4e664b79586e	OG0001408	Fv10027v4.0_vs_FORC_genomic	0.185019	0.106338404	False	False	1	1
FORC_genomic_gene-AU210_016790	Fv10027v4.0_e90b8f52-7978-44ff-a222-b0fe10675f8f	OG0000004	Fv10027v4.0_vs_FORC_genomic	2.88026	1.2559971	False	False	1	1
FORC_genomic_gene-AU210_002229	Fv10027v4.0_f196fe1c-0e13-4552-9abf-7811d3e3e2db	OG0000011	Fv10027v4.0_vs_FORC_genomic	0.171501	0.093158	False	False	1	1
FORC_genomic_gene-AU210_011116	Fv10027v4.0_31f7a1c1-42e9-4679-b812-e4576a338e28	OG0005401	Fv10027v4.0_vs_FORC_genomic	2.41527	0.712437	False	False	1	1
FORC_genomic_gene-AU210_001527	VDAG_CQ2_11_01_2016_135d2932-ede5-4142-8653-ceaa9ba1e7a0	OG0002594	VDAG_CQ2_11_01_2016_vs_FORC_genomic	2.38668	0.054869	False	True	0	1
FORC_genomic_gene-AU210_012206	VDAG_CQ2_11_01_2016_95db9bf2-8290-415c-8320-acf73a7c87cd	OG0000117	VDAG_CQ2_11_01_2016_vs_FORC_genomic	2.63646	0.743343	False	False	1	1
FORC_genomic_gene-AU210_013850	Fv10027v4.0_7e1d7a6b-d5ee-4287-8bbb-70690443a561	OG0000060	Fv10027v4.0_vs_FORC_genomic	2.76459	0.895164	False	False	1	1
FORC_genomic_gene-AU210_011291	VDAG_Jr2_v4.0.NCBIorder_gene10298	OG0000312	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.31043	0.441345	False	False	1	1
FORC_genomic_gene-AU210_013754	Fv10027v4.0_233f5f76-cb34-4e21-8c1c-60aef614e62e	OG0006778	Fv10027v4.0_vs_FORC_genomic	0.736397	0.325338	False	False	1	1
FORC_genomic_gene-AU210_010146	Fv10027v4.0_392a0407-07b2-4ef7-8842-3861502eed88	OG0005847	Fv10027v4.0_vs_FORC_genomic	1.62894	1.665477	False	False	1	1
FORC_genomic_gene-AU210_002163	Fv10027v4.0_f0f1d69e-49b5-4927-874d-8d9556b79fda	OG0001140	Fv10027v4.0_vs_FORC_genomic	2.49722	0.817734	False	False	1	1
VDAG_CQ2_11_01_2016_ea852a7c-f36f-4c37-a8e2-b56a829ffeef	VDAG_Jr2_v4.0.NCBIorder_gene11306	OG0000027	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	1.36546	1.213826	False	False	1	1
FORC_genomic_gene-AU210_008561	Fv10027v4.0_d0fdf3ce-75b8-47a1-b696-3530aec1271b	OG0001495	Fv10027v4.0_vs_FORC_genomic	1.80999	1.716056	False	False	1	1
FORC_genomic_gene-AU210_008588	VDAG_Jr2_v4.0.NCBIorder_gene10560	OG0000453	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	3.47675	2.353308	False	False	1	1
FORC_genomic_gene-AU210_001619	VDAG_Jr2_v4.0.NCBIorder_gene6854	OG0001094	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.29278	0.9865336	False	False	1	1
FORC_genomic_gene-AU210_001631	Fv10027v4.0_9d146859-d651-4fad-9d27-80ed60ee63be	OG0000966	Fv10027v4.0_vs_FORC_genomic	4.25728	1.949726	False	False	1	1
VDAG_CQ2_11_01_2016_06cd5db0-b302-48e6-b1a9-066d34c4dec6	VDAG_Jr2_v4.0.NCBIorder_gene9871	OG0006007	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00279725	0.004225657	True	False	0	1
FORC_genomic_gene-AU210_001697	Fv10027v4.0_924b1908-ed18-40fb-91bf-f38281c77d20	OG0002676	Fv10027v4.0_vs_FORC_genomic	0.234242	0.036042646	False	False	1	1
FORC_genomic_gene-AU210_001563	Fv10027v4.0_84d6eea8-c9e9-435d-a4f1-1f0b7d901b0b	OG0000356	Fv10027v4.0_vs_FORC_genomic	3.87403	1.149479	False	False	1	1
FORC_genomic_gene-AU210_002937	Fv10027v4.0_9f71f448-94eb-4759-bf05-f4db1cf9229c	OG0003102	Fv10027v4.0_vs_FORC_genomic	0.190842	0.0	False	True	0	1
FORC_genomic_gene-AU210_007691	Fv10027v4.0_c2e75463-b8c2-4b0e-95a2-fff1a90fdba4	OG0004928	Fv10027v4.0_vs_FORC_genomic	0.167259	0.262945	False	False	1	1
FORC_genomic_gene-AU210_013571	Fv10027v4.0_637b194e-f426-4661-afa9-55df3b84045e	OG0001321	Fv10027v4.0_vs_FORC_genomic	4.53362	2.444852	False	False	1	1
FORC_genomic_gene-AU210_015653	Fv10027v4.0_3bfe471a-408f-47bb-b7a2-1915d0924845	OG0000118	Fv10027v4.0_vs_FORC_genomic	2.3384	1.264475	False	False	1	1
Fv10027v4.0_19c45a08-30e9-45f7-a38b-f27ff09852cb	VDAG_CQ2_11_01_2016_05398122-7d9e-4a72-97be-0528f19c2619	OG0001428	VDAG_CQ2_11_01_2016_vs_Fv10027v4.0	3.04146	0.665784	False	False	1	1
FORC_genomic_gene-AU210_006525	Fv10027v4.0_e6ac232a-bd32-48a9-ad6c-3d4045ab717f	OG0001425	Fv10027v4.0_vs_FORC_genomic	0.231009	0.07269296	False	False	1	1
FORC_genomic_gene-AU210_010785	VDAG_Jr2_v4.0.NCBIorder_gene37	OG0000094	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	4.62085	0.328908	False	False	1	1
Fv10027v4.0_c57de976-a3bd-4ea9-82a8-055b60fe1125	VDAG_Jr2_v4.0.NCBIorder_gene6677	OG0000256	VDAG_Jr2_v4.0.NCBIorder_vs_Fv10027v4.0	2.33471	0.792132	False	False	1	1
FORC_genomic_gene-AU210_005545	VDAG_Jr2_v4.0.NCBIorder_gene477	OG0000206	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.98252	0.48401	False	False	1	1
FORC_genomic_gene-AU210_000842	Fv10027v4.0_884c9b53-bba7-421b-8ef5-e11256353d12	OG0000133	Fv10027v4.0_vs_FORC_genomic	0.252993	0.186384	False	False	1	1
FORC_genomic_gene-AU210_013816	VDAG_CQ2_11_01_2016_e61094cb-778e-4075-be7e-6667dc2e2543	OG0000046	VDAG_CQ2_11_01_2016_vs_FORC_genomic	2.58736	0.865411	False	False	1	1
FORC_genomic_gene-AU210_013787	Fv10027v4.0_1ef6fa0e-fe55-449f-af9a-f591df5114b7	OG0000914	Fv10027v4.0_vs_FORC_genomic	1.80919	2.851613	False	False	1	1
FORC_genomic_gene-AU210_010122	VDAG_Jr2_v4.0.NCBIorder_gene7298	OG0001651	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.38511	0.453256	False	False	1	1
FORC_genomic_gene-AU210_014472	Fv10027v4.0_d21417ac-cd43-43fe-ba51-341ed3fe55c9	OG0000169	Fv10027v4.0_vs_FORC_genomic	1.38822	0.927474	False	False	1	1
VDAG_CQ2_11_01_2016_a25bbcf8-f1bf-4c41-8a69-ce7a69a9d616	VDAG_Jr2_v4.0.NCBIorder_gene5220	OG0000131	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0226667	0.10718	False	False	1	1
FORC_genomic_gene-AU210_001043	Fv10027v4.0_632ce370-7b81-423a-9d1a-291152ac14c8	OG0002342	Fv10027v4.0_vs_FORC_genomic	0.152813	0.121784	False	False	1	1
VDAG_CQ2_11_01_2016_48e150b5-ae04-4114-9efb-06667031bee4	VDAG_Jr2_v4.0.NCBIorder_gene8561	OG0000097	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.518027	1.8494217	False	False	1	1
VDAG_CQ2_11_01_2016_74519353-aa36-4013-b72e-b0978e4189cd	VDAG_Jr2_v4.0.NCBIorder_gene3378	OG0000500	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0657648	0.340426	False	False	1	1
FORC_genomic_gene-AU210_013850	Fv10027v4.0_067422bb-8f16-456b-a3da-d1ef94e44e3f	OG0000060	Fv10027v4.0_vs_FORC_genomic	0.253606	0.017757	False	False	1	1
VDAG_CQ2_11_01_2016_3ac180ff-1edb-41d1-ac4b-8f80f3d81960	VDAG_Jr2_v4.0.NCBIorder_gene6242	OG0001058	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0122347	0.047307808	False	False	1	1
FORC_genomic_gene-AU210_001311	Fv10027v4.0_a164c031-20fa-40ea-b998-f8efd32b2239	OG0001063	Fv10027v4.0_vs_FORC_genomic	0.144249	0.072288	False	False	1	1
FORC_genomic_gene-AU210_002598	Fv10027v4.0_4beb3ed8-9c6c-4608-9398-38b06dd921b7	OG0000075	Fv10027v4.0_vs_FORC_genomic	0.264366	0.231561	False	False	1	1
FORC_genomic_gene-AU210_015615	Fv10027v4.0_5a77984c-fff3-4844-99e0-71ca73983455	OG0000794	Fv10027v4.0_vs_FORC_genomic	1.99352	0.31333	False	False	1	1
FORC_genomic_gene-AU210_001496	Fv10027v4.0_af38508c-01d6-4e2d-8d8a-fc34ceb454be	OG0002582	Fv10027v4.0_vs_FORC_genomic	0.149023	0.0	False	True	0	1
FORC_genomic_gene-AU210_006890	Fv10027v4.0_18d5571d-afd4-4482-a088-1c836ac23332	OG0001462	Fv10027v4.0_vs_FORC_genomic	0.372109	0.178302	False	False	1	1
FORC_genomic_gene-AU210_014651	Fv10027v4.0_9eca1510-0b79-438c-86ad-75cc739b08be	OG0000562	Fv10027v4.0_vs_FORC_genomic	2.12383	0.227695	False	False	1	1
Fv10027v4.0_73843b35-f5f3-4b72-92ac-3c568d463565	VDAG_CQ2_11_01_2016_554458a1-966b-4eee-84c6-e3de5bcc231a	OG0000150	VDAG_CQ2_11_01_2016_vs_Fv10027v4.0	5.132	0.59225	False	False	1	1
VDAG_CQ2_11_01_2016_70df2185-05cc-4fde-ab64-e170a8b77620	VDAG_Jr2_v4.0.NCBIorder_gene10438	OG0000352	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0125675	0.247395	False	False	1	1
VDAG_CQ2_11_01_2016_f03c93b3-e1c3-4459-ac69-f4ec74029aa2	VDAG_Jr2_v4.0.NCBIorder_gene8052	OG0000449	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0256558	0.0060190167	False	False	1	1
FORC_genomic_gene-AU210_008518	VDAG_Jr2_v4.0.NCBIorder_gene6213	OG0001564	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.44752	2.276838	False	False	1	1
FORC_genomic_gene-AU210_004245	VDAG_Jr2_v4.0.NCBIorder_gene5465	OG0000263	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.95458	0.8621015	False	False	1	1
FORC_genomic_gene-AU210_005737	VDAG_Jr2_v4.0.NCBIorder_gene7342	OG0000105	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	3.05909	0.7429305	False	False	1	1
FORC_genomic_gene-AU210_001366	Fv10027v4.0_2e4b731c-9748-40e5-9058-8bceb67f50f2	OG0000566	Fv10027v4.0_vs_FORC_genomic	0.219209	0.08141663	False	False	1	1
FORC_genomic_gene-AU210_006316	Fv10027v4.0_82f1e86e-0617-449e-b818-812c0762836e	OG0004443	Fv10027v4.0_vs_FORC_genomic	0.149598	0.026627	False	False	1	1
FORC_genomic_gene-AU210_011269	Fv10027v4.0_09f00512-266a-4d9a-af82-bb30c372ed96	OG0000147	Fv10027v4.0_vs_FORC_genomic	1.68545	1.556706	False	False	1	1
FORC_genomic_gene-AU210_011304	Fv10027v4.0_fc023e2a-9a57-4349-acd6-c58a00828d0c	OG0006312	Fv10027v4.0_vs_FORC_genomic	0.167103	0.004328	False	True	0	1
FORC_genomic_gene-AU210_014300	Fv10027v4.0_4a2b50d4-0f22-4e7a-8192-2c850fd02363	OG0005819	Fv10027v4.0_vs_FORC_genomic	0.306221	0.320161	False	False	1	1
VDAG_CQ2_11_01_2016_c0e4f0cc-f347-4631-b737-872895716ce8	VDAG_Jr2_v4.0.NCBIorder_gene8709	OG0000193	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0109785	0.0027713904	False	False	1	1
VDAG_CQ2_11_01_2016_f20352b4-ae81-4bd5-9bca-3138d87091b9	VDAG_Jr2_v4.0.NCBIorder_gene10895	OG0001868	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.650587	0.656127	False	False	1	1
FORC_genomic_gene-AU210_008209	Fv10027v4.0_3646299e-5b78-4a71-9953-7811641ce653	OG0000011	Fv10027v4.0_vs_FORC_genomic	2.90053	0.627244	False	False	1	1
VDAG_CQ2_11_01_2016_912dea2f-e0b6-4884-98ff-2c310e551064	VDAG_Jr2_v4.0.NCBIorder_gene4509	OG0001410	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00388564	0.050248	False	False	1	1
VDAG_CQ2_11_01_2016_bc48385b-3a79-41e6-a94a-ee8250b34b14	VDAG_Jr2_v4.0.NCBIorder_gene843	OG0000705	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0209334	0.163152	False	False	1	1
FORC_genomic_gene-AU210_008562	Fv10027v4.0_86791260-4515-4373-9b01-bac6cb26edbd	OG0001120	Fv10027v4.0_vs_FORC_genomic	2.68516	1.254592	False	False	1	1
FORC_genomic_gene-AU210_011438	Fv10027v4.0_7383c3fc-1e32-4b81-8efa-812c491f9082	OG0000869	Fv10027v4.0_vs_FORC_genomic	2.95205	2.512467	False	False	1	1
FORC_genomic_gene-AU210_000783	VDAG_Jr2_v4.0.NCBIorder_gene5075	OG0000549	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	0.909862	0.713511	False	False	1	1
FORC_genomic_gene-AU210_016770	VDAG_Jr2_v4.0.NCBIorder_gene8039	OG0000039	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.68813	2.0040572	False	False	1	1
VDAG_CQ2_11_01_2016_40228101-1a42-4d35-bb38-4df907dd3336	VDAG_Jr2_v4.0.NCBIorder_gene7683	OG0006040	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00166428	0.000926	True	False	0	1
FORC_genomic_gene-AU210_000463	Fv10027v4.0_3de3b964-e00f-4d00-905b-4bf05ae1c5f6	OG0000982	Fv10027v4.0_vs_FORC_genomic	0.30533	0.077859	False	False	1	1
FORC_genomic_gene-AU210_010360	Fv10027v4.0_bb679fc1-210f-42cb-9fca-6e68bc84186f	OG0000435	Fv10027v4.0_vs_FORC_genomic	0.304315	0.022568	False	False	1	1
VDAG_CQ2_11_01_2016_c3569522-34fb-4b3b-bfcf-8a20f18bcc13	VDAG_Jr2_v4.0.NCBIorder_gene1378	OG0001866	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	2.25355	1.153859	False	False	1	1
FORC_genomic_gene-AU210_014551	Fv10027v4.0_31ed6b5f-957e-4dd7-8b83-d688264bb545	OG0000314	Fv10027v4.0_vs_FORC_genomic	0.998574	0.148578	False	False	1	1
FORC_genomic_gene-AU210_011796	Fv10027v4.0_06bae50d-6a37-4a26-84e6-c9ff822d7344	OG0001759	Fv10027v4.0_vs_FORC_genomic	0.205248	0.025799	False	False	1	1
FORC_genomic_gene-AU210_009009	Fv10027v4.0_4707b073-1e99-4e18-b8dc-c8a81d4d301c	OG0000034	Fv10027v4.0_vs_FORC_genomic	0.417748	0.089596	False	False	1	1
Fv10027v4.0_d2458d27-d9a5-4ddb-988e-6c49c39a9c21	VDAG_CQ2_11_01_2016_e3a29572-a1dd-4efb-a918-7644942f5ab6	OG0000155	VDAG_CQ2_11_01_2016_vs_Fv10027v4.0	2.79103	1.703646	False	False	1	1
FORC_genomic_gene-AU210_004571	Fv10027v4.0_415904dd-9933-4a24-a8b8-5dd2e8dde895	OG0000163	Fv10027v4.0_vs_FORC_genomic	4.0304	1.255531	False	False	1	1
FORC_genomic_gene-AU210_001659	Fv10027v4.0_11b1858f-a468-4e5f-bacb-0d755aa1f873	OG0001098	Fv10027v4.0_vs_FORC_genomic	0.131518	1.0676427	False	False	1	1
VDAG_CQ2_11_01_2016_d8b74d00-6855-48a6-94e7-bc90ac68fc6a	VDAG_Jr2_v4.0.NCBIorder_gene6525	OG0000501	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.019018	1.2813624	False	False	1	1
VDAG_CQ2_11_01_2016_1844757d-2af8-4333-8660-d1bfc6fa2a1c	VDAG_Jr2_v4.0.NCBIorder_gene3037	OG0007030	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0039294	1.8174936	False	False	1	1
FORC_genomic_gene-AU210_002299	Fv10027v4.0_c78508f3-4979-40aa-9566-6470944f3c18	OG0001147	Fv10027v4.0_vs_FORC_genomic	0.182396	0.012318	False	False	1	1
VDAG_CQ2_11_01_2016_dd67b9ff-8b3e-4406-8b5c-8df43f05daef	VDAG_Jr2_v4.0.NCBIorder_gene7457	OG0004308	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.00146977	0.0	True	False	0	1
FORC_genomic_gene-AU210_009359	VDAG_Jr2_v4.0.NCBIorder_gene1746	OG0001611	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	3.49539	1.2677722	False	False	1	1
FORC_genomic_gene-AU210_009828	Fv10027v4.0_a4846342-b81d-4201-9a1d-c1232478a707	OG0000009	Fv10027v4.0_vs_FORC_genomic	2.23598	1.028561	False	False	1	1
FORC_genomic_gene-AU210_014039	Fv10027v4.0_c1938ac1-1068-4596-bd53-30e1d6d1e150	OG0000919	Fv10027v4.0_vs_FORC_genomic	1.55409	2.163908	False	False	1	1
VDAG_CQ2_11_01_2016_f03d4a01-3fb2-42b1-9e93-49f8b871d167	VDAG_Jr2_v4.0.NCBIorder_gene2228	OG0000784	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	1.88529	1.314923	False	False	1	1
FORC_genomic_gene-AU210_016196	Fv10027v4.0_20f7b11c-63c4-4300-8277-972cccec9f66	OG0000508	Fv10027v4.0_vs_FORC_genomic	0.969147	0.367887	False	False	1	1
FORC_genomic_gene-AU210_001154	Fv10027v4.0_64e0f2a0-5fb4-4560-913e-28bbf89aa09f	OG0002407	Fv10027v4.0_vs_FORC_genomic	0.0834145	0.083664	True	False	0	1
FORC_genomic_gene-AU210_003502	VDAG_Jr2_v4.0.NCBIorder_gene2860	OG0001227	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.60324	0.393686	False	False	1	1
FORC_genomic_gene-AU210_012580	VDAG_Jr2_v4.0.NCBIorder_gene9052	OG0000190	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.53374	0.638614	False	False	1	1
FORC_genomic_gene-AU210_002408	VDAG_CQ2_11_01_2016_c6eb37b2-5df3-4809-a944-37ea65c9aa3b	OG0000057	VDAG_CQ2_11_01_2016_vs_FORC_genomic	2.98065	0.891019	False	False	1	1
FORC_genomic_gene-AU210_004459	Fv10027v4.0_e47316bb-97cd-4c9b-bfd1-fc9357de4cfe	OG0000665	Fv10027v4.0_vs_FORC_genomic	0.167471	0.119323	False	False	1	1
FORC_genomic_gene-AU210_003315	VDAG_Jr2_v4.0.NCBIorder_gene1862	OG0001217	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.85894	0.54965866	False	False	1	1
FORC_genomic_gene-AU210_012832	Fv10027v4.0_5813b70c-e745-4013-ba5f-dcb02a4faab0	OG0001783	Fv10027v4.0_vs_FORC_genomic	0.246918	0.084867	False	False	1	1
FORC_genomic_gene-AU210_002445	Fv10027v4.0_41f48a37-4d89-467d-9f8c-3351831438a4	OG0002849	Fv10027v4.0_vs_FORC_genomic	0.136609	0.0029642358	False	True	0	1
FORC_genomic_gene-AU210_015378	VDAG_Jr2_v4.0.NCBIorder_gene2388	OG0000014	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.09911	0.854545	False	False	1	1
FORC_genomic_gene-AU210_002858	VDAG_Jr2_v4.0.NCBIorder_gene2025	OG0000621	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	1.71686	0.5433689	False	False	1	1
FORC_genomic_gene-AU210_008441	VDAG_Jr2_v4.0.NCBIorder_gene2977	OG0000057	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.16257	0.264974	False	False	1	1
FORC_genomic_gene-AU210_016457	Fv10027v4.0_dfcae261-0278-4e7c-a62c-b66374239ca7	OG0000123	Fv10027v4.0_vs_FORC_genomic	0.387512	0.184879	False	False	1	1
FORC_genomic_gene-AU210_005296	VDAG_CQ2_11_01_2016_8ed4b93c-ca0b-470a-bb69-bee3ef74e8ff	OG0001338	VDAG_CQ2_11_01_2016_vs_FORC_genomic	4.33533	1.212759	False	False	1	1
FORC_genomic_gene-AU210_009127	Fv10027v4.0_b02a9946-1d88-480a-a80e-ad3d8d7ab363	OG0001593	Fv10027v4.0_vs_FORC_genomic	0.169702	0.021248	False	False	1	1
FORC_genomic_gene-AU210_008283	VDAG_Jr2_v4.0.NCBIorder_gene10642	OG0000013	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	3.1222	1.897578	False	False	1	1
FORC_genomic_gene-AU210_015044	Fv10027v4.0_4512a09c-0a1a-4fed-99ca-5d4b3ae1b76d	OG0000507	Fv10027v4.0_vs_FORC_genomic	3.03284	0.518302	False	False	1	1
VDAG_CQ2_11_01_2016_d0f0a4d3-d276-4ce4-baee-659f9ec4aebc	VDAG_Jr2_v4.0.NCBIorder_gene10871	OG0002293	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	0.0108635	0.107054405	False	False	1	1
FORC_genomic_gene-AU210_000847	Fv10027v4.0_c6b3fea0-c8ae-4641-949d-b92298f55762	OG0001026	Fv10027v4.0_vs_FORC_genomic	0.145292	0.040491898	False	False	1	1
FORC_genomic_gene-AU210_016158	VDAG_CQ2_11_01_2016_663d45ee-4e9d-40ad-88c4-cf476a628b3f	OG0000196	VDAG_CQ2_11_01_2016_vs_FORC_genomic	3.65912	1.6227462	False	False	1	1
FORC_genomic_gene-AU210_012793	VDAG_Jr2_v4.0.NCBIorder_gene7889	OG0000191	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.27417	1.087347	False	False	1	1
VDAG_CQ2_11_01_2016_3b3c0db6-5188-4189-a688-fb4e451d2070	VDAG_Jr2_v4.0.NCBIorder_gene8914	OG0000104	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	1.70586	0.612316	False	False	1	1
FORC_genomic_gene-AU210_009097	Fv10027v4.0_881eb6b1-866c-443b-8bb9-099e117462e9	OG0000021	Fv10027v4.0_vs_FORC_genomic	0.226307	0.07214	False	False	1	1
Fv10027v4.0_38396352-aea2-4976-bcac-f6323edc7a33	VDAG_CQ2_11_01_2016_a4f12b0c-ac4f-48a5-b483-2c597bac3c05	OG0000423	VDAG_CQ2_11_01_2016_vs_Fv10027v4.0	2.361	0.928263	False	False	1	1
FORC_genomic_gene-AU210_006512	Fv10027v4.0_45b694d3-3b60-438b-a851-9465b7b624c7	OG0000081	Fv10027v4.0_vs_FORC_genomic	0.549695	0.045301	False	False	1	1
FORC_genomic_gene-AU210_004394	VDAG_Jr2_v4.0.NCBIorder_gene3388	OG0000265	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.01242	0.549917	False	False	1	1
FORC_genomic_gene-AU210_001162	Fv10027v4.0_a6b46d3e-c23c-4d87-b936-5a339dd4fc53	OG0000349	Fv10027v4.0_vs_FORC_genomic	0.190708	0.032269	False	False	1	1
FORC_genomic_gene-AU210_015028	Fv10027v4.0_5b4ae1b6-98e3-4406-b370-e5e6abae4dcc	OG0000797	Fv10027v4.0_vs_FORC_genomic	0.475495	0.08568403	False	False	1	1
FORC_genomic_gene-AU210_012744	Fv10027v4.0_9bbd242f-c0e4-49e6-9ab4-cd48652eff2e	OG0001780	Fv10027v4.0_vs_FORC_genomic	0.351644	0.060317	False	False	1	1
FORC_genomic_gene-AU210_014236	VDAG_Jr2_v4.0.NCBIorder_gene4575	OG0000800	VDAG_Jr2_v4.0.NCBIorder_vs_FORC_genomic	2.189	1.2443056	False	False	1	1
FORC_genomic_gene-AU210_001288	Fv10027v4.0_ab0b5e8b-72d3-47a0-bae2-f1cee6981de0	OG0002472	Fv10027v4.0_vs_FORC_genomic	0.109882	0.134867	True	False	0	1
FORC_genomic_gene-AU210_003264	VDAG_CQ2_11_01_2016_d13d343c-2ec9-4b20-8c91-695640546e9b	OG0003299	VDAG_CQ2_11_01_2016_vs_FORC_genomic	0.613574	0.485851	True	False	0	1
VDAG_CQ2_11_01_2016_8e4c85dd-e039-41bd-a6b6-c6f7d462a9d8	VDAG_Jr2_v4.0.NCBIorder_gene1808	OG0000837	VDAG_Jr2_v4.0.NCBIorder_vs_VDAG_CQ2_11_01_2016	2.39137	0.78047	False	False	1	1
FORC_genomic_gene-AU210_008209	Fv10027v4.0_f196fe1c-0e13-4552-9abf-7811d3e3e2db	OG0000011	Fv10027v4.0_vs_FORC_genomic	2.6133	0.710139	False	False	1	1
