Orthogroup	Species	Mycoplasma_hyopneumoniae	Orthologs
OG0000087	Mycoplasma_genitalium	gi|71851596|gb|AAZ44204.1|	gi|3844866|gb|AAC71495.1|
OG0000088	Mycoplasma_agalactiae	gi|71851981|gb|AAZ44589.1|	gi|290752363|emb|CBH40334.1|
OG0000088	Mycoplasma_gallisepticum	gi|71851981|gb|AAZ44589.1|	gi|31541533|gb|AAP56833.1|
OG0000088	Mycoplasma_genitalium	gi|71851981|gb|AAZ44589.1|	gi|1045966|gb|AAC71494.1|
OG0000089	Mycoplasma_genitalium	gi|71851982|gb|AAZ44590.1|	gi|1045965|gb|AAC71493.1|
OG0000089	Mycoplasma_gallisepticum	gi|71851982|gb|AAZ44590.1|	gi|31541532|gb|AAP56832.1|
OG0000089	Mycoplasma_agalactiae	gi|71851982|gb|AAZ44590.1|	gi|290752364|emb|CBH40335.1|
OG0000090	Mycoplasma_genitalium	gi|71851602|gb|AAZ44210.1|	gi|3845019|gb|AAC72447.1|
OG0000090	Mycoplasma_gallisepticum	gi|71851602|gb|AAZ44210.1|	gi|284812174|gb|AAP56880.2|
OG0000090	Mycoplasma_agalactiae	gi|71851602|gb|AAZ44210.1|	gi|290752365|emb|CBH40336.1|
OG0000091	Mycoplasma_agalactiae	gi|144227532|gb|AAZ44335.2|	gi|290752366|emb|CBH40337.1|
OG0000091	Mycoplasma_genitalium	gi|144227532|gb|AAZ44335.2|	gi|3844639|gb|AAC71245.1|
OG0000091	Mycoplasma_gallisepticum	gi|144227532|gb|AAZ44335.2|	gi|284811933|gb|AAP56511.2|
OG0000092	Mycoplasma_agalactiae	gi|71851978|gb|AAZ44586.1|	gi|290752371|emb|CBH40342.1|
OG0000092	Mycoplasma_genitalium	gi|71851978|gb|AAZ44586.1|	gi|1045755|gb|AAC71296.1|
OG0000092	Mycoplasma_gallisepticum	gi|71851978|gb|AAZ44586.1|	gi|31541565|gb|AAP56865.1|
OG0000093	Mycoplasma_agalactiae	gi|71851977|gb|AAZ44585.1|	gi|290752372|emb|CBH40343.1|
OG0000093	Mycoplasma_gallisepticum	gi|71851977|gb|AAZ44585.1|	gi|284812161|gb|AAP56864.2|
OG0000093	Mycoplasma_genitalium	gi|71851977|gb|AAZ44585.1|	gi|1045756|gb|AAC71297.1|
OG0000094	Mycoplasma_agalactiae	gi|144227665|gb|AAZ44584.2|	gi|290752373|emb|CBH40344.1|
OG0000094	Mycoplasma_gallisepticum	gi|144227665|gb|AAZ44584.2|	gi|284812160|gb|AAP56863.2|
OG0000094	Mycoplasma_genitalium	gi|144227665|gb|AAZ44584.2|	gi|1045757|gb|AAC71298.1|
OG0000095	Mycoplasma_agalactiae	gi|71852054|gb|AAZ44662.1|	gi|290752378|emb|CBH40349.1|
OG0000095	Mycoplasma_genitalium	gi|71852054|gb|AAZ44662.1|	gi|3844988|gb|AAC71624.1|
OG0000095	Mycoplasma_gallisepticum	gi|71852054|gb|AAZ44662.1|	gi|284811919|gb|AAP56490.2|
OG0000096	Mycoplasma_agalactiae	gi|71851639|gb|AAZ44247.1|	gi|290752379|emb|CBH40350.1|
OG0000096	Mycoplasma_gallisepticum	gi|71851639|gb|AAZ44247.1|	gi|284812083|gb|AAP56746.2|
OG0000096	Mycoplasma_genitalium	gi|71851639|gb|AAZ44247.1|	gi|3844981|gb|AAC71618.1|
OG0000097	Mycoplasma_agalactiae	gi|71851637|gb|AAZ44245.1|	gi|290752381|emb|CBH40352.1|
OG0000097	Mycoplasma_genitalium	gi|71851637|gb|AAZ44245.1|	gi|84626130|gb|AAC71615.2|
OG0000097	Mycoplasma_gallisepticum	gi|71851637|gb|AAZ44245.1|	gi|284812081|gb|AAP56744.2|
OG0000098	Mycoplasma_genitalium	gi|71851636|gb|AAZ44244.1|	gi|1045725|gb|AAC71268.1|
OG0000098	Mycoplasma_gallisepticum	gi|71851636|gb|AAZ44244.1|	gi|284812212|gb|AAP56933.2|
OG0000098	Mycoplasma_agalactiae	gi|71851636|gb|AAZ44244.1|	gi|290752382|emb|CBH40353.1|
OG0000099	Mycoplasma_genitalium	gi|71851635|gb|AAZ44243.1|	gi|3844976|gb|AAC71614.1|
OG0000099	Mycoplasma_gallisepticum	gi|71851635|gb|AAZ44243.1|	gi|31541442|gb|AAP56743.1|
OG0000099	Mycoplasma_agalactiae	gi|71851635|gb|AAZ44243.1|	gi|290752383|emb|CBH40354.1|
OG0000100	Mycoplasma_genitalium	gi|71852134|gb|AAZ44742.1|	gi|3844901|gb|AAC71546.1|
OG0000100	Mycoplasma_gallisepticum	gi|71852134|gb|AAZ44742.1|	gi|284812121|gb|AAP56795.2|
OG0000100	Mycoplasma_agalactiae	gi|71852134|gb|AAZ44742.1|	gi|290752384|emb|CBH40355.1|
OG0000101	Mycoplasma_gallisepticum	gi|71851861|gb|AAZ44469.1|	gi|31541270|gb|AAP56571.1|
OG0000101	Mycoplasma_genitalium	gi|71851861|gb|AAZ44469.1|	gi|1045979|gb|AAC71505.1|
OG0000101	Mycoplasma_agalactiae	gi|71851861|gb|AAZ44469.1|	gi|290752385|emb|CBH40356.1|
OG0000102	Mycoplasma_agalactiae	gi|71852022|gb|AAZ44630.1|	gi|290752391|emb|CBH40362.1|
OG0000102	Mycoplasma_gallisepticum	gi|71852022|gb|AAZ44630.1|	gi|284812139|gb|AAP56819.2|
OG0000102	Mycoplasma_genitalium	gi|71852022|gb|AAZ44630.1|	gi|3844651|gb|AAC71258.1|
OG0000103	Mycoplasma_agalactiae	gi|144227687|gb|AAZ44629.2|	gi|290752392|emb|CBH40363.1|
OG0000103	Mycoplasma_genitalium	gi|144227687|gb|AAZ44629.2|	gi|3844652|gb|AAC71259.1|
OG0000103	Mycoplasma_gallisepticum	gi|144227687|gb|AAZ44629.2|	gi|284812138|gb|AAP56818.2|
OG0000104	Mycoplasma_agalactiae	gi|71852020|gb|AAZ44628.1|	gi|290752393|emb|CBH40364.1|
OG0000104	Mycoplasma_gallisepticum	gi|71852020|gb|AAZ44628.1|	gi|284812137|gb|AAP56817.2|
OG0000104	Mycoplasma_genitalium	gi|71852020|gb|AAZ44628.1|	gi|3844653|gb|AAC71260.1|
OG0000105	Mycoplasma_agalactiae	gi|71851750|gb|AAZ44358.1|	gi|290752395|emb|CBH40366.1|
OG0000105	Mycoplasma_gallisepticum	gi|71851750|gb|AAZ44358.1|	gi|31541196|gb|AAP56498.1|
OG0000105	Mycoplasma_genitalium	gi|71851750|gb|AAZ44358.1|	gi|3844949|gb|AAC71589.1|
OG0000106	Mycoplasma_genitalium	gi|71852146|gb|AAZ44754.1|	gi|3844913|gb|AAC71557.1|
OG0000106	Mycoplasma_gallisepticum	gi|71852146|gb|AAZ44754.1|	gi|284812203|gb|AAP56918.2|
OG0000106	Mycoplasma_agalactiae	gi|71852146|gb|AAZ44754.1|	gi|290752401|emb|CBH40372.1|
OG0000107	Mycoplasma_agalactiae	gi|144227637|gb|AAZ44532.2|	gi|290752406|emb|CBH40377.1|
OG0000107	Mycoplasma_genitalium	gi|144227637|gb|AAZ44532.2|	gi|3844914|gb|AAC71558.1|
OG0000107	Mycoplasma_gallisepticum	gi|144227637|gb|AAZ44532.2|	gi|284812204|gb|AAP56919.2|
OG0000108	Mycoplasma_agalactiae	gi|71851606|gb|AAZ44214.1|	gi|290752408|emb|CBH40379.1|
OG0000108	Mycoplasma_genitalium	gi|71851606|gb|AAZ44214.1|	gi|3844816|gb|AAC71435.1|
OG0000108	Mycoplasma_gallisepticum	gi|71851606|gb|AAZ44214.1|	gi|31541529|gb|AAP56829.1|
OG0000109	Mycoplasma_gallisepticum	gi|71851549|gb|AAZ44157.1|	gi|284812184|gb|AAP56889.2|
OG0000109	Mycoplasma_genitalium	gi|71851549|gb|AAZ44157.1|	gi|1046004|gb|AAC71527.1|
OG0000109	Mycoplasma_agalactiae	gi|71851549|gb|AAZ44157.1|	gi|290752410|emb|CBH40381.1|
OG0000110	Mycoplasma_gallisepticum	gi|144227488|gb|AAZ44236.2|	gi|284812063|gb|AAP56723.2|
OG0000110	Mycoplasma_genitalium	gi|144227488|gb|AAZ44236.2|	gi|3844842|gb|AAC71459.1|
OG0000110	Mycoplasma_agalactiae	gi|144227488|gb|AAZ44236.2|	gi|290752420|emb|CBH40391.1|
OG0000111	Mycoplasma_agalactiae	gi|71852058|gb|AAZ44666.1|	gi|290752426|emb|CBH40397.1|
OG0000111	Mycoplasma_gallisepticum	gi|71852058|gb|AAZ44666.1|	gi|284811981|gb|AAP56583.2|
OG0000111	Mycoplasma_genitalium	gi|71852058|gb|AAZ44666.1|	gi|1045955|gb|AAC71483.1|
OG0000112	Mycoplasma_gallisepticum	gi|71852059|gb|AAZ44667.1|	gi|31541281|gb|AAP56582.1|
OG0000112	Mycoplasma_genitalium	gi|71852059|gb|AAZ44667.1|	gi|1045954|gb|AAC71482.1|
OG0000112	Mycoplasma_agalactiae	gi|71852059|gb|AAZ44667.1|	gi|290752427|emb|CBH40398.1|
OG0000113	Mycoplasma_agalactiae	gi|144227418|gb|AAZ44097.2|	gi|290752433|emb|CBH40404.1|
OG0000113	Mycoplasma_genitalium	gi|144227418|gb|AAZ44097.2|	gi|3844967|gb|AAC71606.1|
OG0000113	Mycoplasma_gallisepticum	gi|144227418|gb|AAZ44097.2|	gi|284812242|gb|AAP56993.2|
OG0000114	Mycoplasma_gallisepticum	gi|144227713|gb|AAZ44677.2|	gi|284812043|gb|AAP56698.2|, gi|284812092|gb|AAP56757.2|
OG0000114	Mycoplasma_agalactiae	gi|144227713|gb|AAZ44677.2|	gi|290752443|emb|CBH40414.1|
OG0000115	Mycoplasma_agalactiae	gi|71852130|gb|AAZ44738.1|	gi|290752445|emb|CBH40416.1|
OG0000115	Mycoplasma_genitalium	gi|71852130|gb|AAZ44738.1|	gi|3844968|gb|AAC71607.1|
OG0000115	Mycoplasma_gallisepticum	gi|71852130|gb|AAZ44738.1|	gi|31541694|gb|AAP56994.1|
OG0000116	Mycoplasma_agalactiae	gi|144227744|gb|AAZ44737.2|	gi|290752446|emb|CBH40417.1|
OG0000116	Mycoplasma_gallisepticum	gi|144227744|gb|AAZ44737.2|	gi|284812209|gb|AAP56925.2|
OG0000116	Mycoplasma_genitalium	gi|144227744|gb|AAZ44737.2|	gi|84626144|gb|AAC71275.2|
OG0000117	Mycoplasma_agalactiae	gi|71851904|gb|AAZ44512.1|	gi|290752450|emb|CBH40422.1|
OG0000117	Mycoplasma_genitalium	gi|71851904|gb|AAZ44512.1|	gi|1045741|gb|AAC71284.1|
OG0000117	Mycoplasma_gallisepticum	gi|71851904|gb|AAZ44512.1|	gi|284811852|gb|AAP56380.2|
OG0000118	Mycoplasma_agalactiae	gi|71852081|gb|AAZ44689.1|	gi|290752451|emb|CBH40423.1|
OG0000118	Mycoplasma_gallisepticum	gi|71852081|gb|AAZ44689.1|	gi|284812007|gb|AAP56625.2|
OG0000118	Mycoplasma_genitalium	gi|71852081|gb|AAZ44689.1|	gi|3844935|gb|AAC71576.1|
OG0000119	Mycoplasma_gallisepticum	gi|71851829|gb|AAZ44437.1|	gi|31541557|gb|AAP56857.1|
OG0000119	Mycoplasma_genitalium	gi|71851829|gb|AAZ44437.1|	gi|3844722|gb|AAC71349.1|
OG0000119	Mycoplasma_agalactiae	gi|71851829|gb|AAZ44437.1|	gi|290752456|emb|CBH40428.1|
OG0000120	Mycoplasma_genitalium	gi|71852133|gb|AAZ44741.1|	gi|3844902|gb|AAC71547.1|
OG0000120	Mycoplasma_gallisepticum	gi|71852133|gb|AAZ44741.1|	gi|31541496|gb|AAP56796.1|
OG0000120	Mycoplasma_agalactiae	gi|71852133|gb|AAZ44741.1|	gi|290752458|emb|CBH40430.1|
OG0000121	Mycoplasma_agalactiae	gi|71851494|gb|AAZ44102.1|	gi|290752461|emb|CBH40433.1|
OG0000121	Mycoplasma_gallisepticum	gi|71851494|gb|AAZ44102.1|	gi|284811939|gb|AAP56521.2|
OG0000121	Mycoplasma_genitalium	gi|71851494|gb|AAZ44102.1|	gi|1045995|gb|AAC71519.1|
OG0000122	Mycoplasma_genitalium	gi|144227433|gb|AAZ44127.2|	gi|3844693|gb|AAC71322.1|
OG0000122	Mycoplasma_gallisepticum	gi|144227433|gb|AAZ44127.2|	gi|284812130|gb|AAP56808.2|
OG0000122	Mycoplasma_agalactiae	gi|144227433|gb|AAZ44127.2|	gi|290752465|emb|CBH40437.1|
OG0000123	Mycoplasma_agalactiae	gi|71851632|gb|AAZ44240.1|	gi|290752467|emb|CBH40439.1|
OG0000123	Mycoplasma_genitalium	gi|71851632|gb|AAZ44240.1|	gi|3844696|gb|AAC71325.1|
OG0000123	Mycoplasma_gallisepticum	gi|71851632|gb|AAZ44240.1|	gi|31541690|gb|AAP56990.1|
OG0000124	Mycoplasma_agalactiae	gi|71851631|gb|AAZ44239.1|	gi|290752470|emb|CBH40442.1|
OG0000124	Mycoplasma_gallisepticum	gi|71851631|gb|AAZ44239.1|	gi|31541687|gb|AAP56987.1|
OG0000124	Mycoplasma_genitalium	gi|71851631|gb|AAZ44239.1|	gi|3844699|gb|AAC71328.1|
OG0000125	Mycoplasma_agalactiae	gi|144227432|gb|AAZ44122.2|	gi|290752480|emb|CBH40452.1|
OG0000125	Mycoplasma_gallisepticum	gi|144227432|gb|AAZ44122.2|	gi|284812028|gb|AAP56669.2|
OG0000125	Mycoplasma_genitalium	gi|144227432|gb|AAZ44122.2|	gi|84626124|gb|AAC71570.2|
OG0000126	Mycoplasma_agalactiae	gi|71851896|gb|AAZ44504.1|	gi|290752483|emb|CBH40455.1|
OG0000126	Mycoplasma_genitalium	gi|71851896|gb|AAZ44504.1|	gi|84626136|gb|AAC71583.2|
OG0000126	Mycoplasma_gallisepticum	gi|71851896|gb|AAZ44504.1|	gi|31541654|gb|AAP56954.1|
OG0000127	Mycoplasma_genitalium	gi|144227620|gb|AAZ44505.2|	gi|3844943|gb|AAC71584.1|
OG0000127	Mycoplasma_gallisepticum	gi|144227620|gb|AAZ44505.2|	gi|31541653|gb|AAP56953.1|
OG0000127	Mycoplasma_agalactiae	gi|144227620|gb|AAZ44505.2|	gi|290752484|emb|CBH40456.1|
OG0000128	Mycoplasma_genitalium	gi|71851586|gb|AAZ44194.1|	gi|3845014|gb|AAC71648.1|
OG0000128	Mycoplasma_gallisepticum	gi|71851586|gb|AAZ44194.1|	gi|31541130|gb|AAP56432.1|
OG0000128	Mycoplasma_agalactiae	gi|71851586|gb|AAZ44194.1|	gi|290752489|emb|CBH40461.1|
OG0000129	Mycoplasma_gallisepticum	gi|144227602|gb|AAZ44463.2|	gi|31541295|gb|AAP56596.1|
OG0000129	Mycoplasma_agalactiae	gi|144227602|gb|AAZ44463.2|	gi|290752979|emb|CBH40955.1|, gi|290752491|emb|CBH40463.1|
OG0000130	Mycoplasma_gallisepticum	gi|144227603|gb|AAZ44464.2|	gi|31541296|gb|AAP56597.1|
OG0000130	Mycoplasma_agalactiae	gi|144227603|gb|AAZ44464.2|	gi|290752978|emb|CBH40954.1|, gi|290752492|emb|CBH40464.1|
OG0000131	Mycoplasma_gallisepticum	gi|144227604|gb|AAZ44465.2|	gi|31541297|gb|AAP56598.1|
OG0000131	Mycoplasma_agalactiae	gi|144227604|gb|AAZ44465.2|	gi|290752977|emb|CBH40953.1|, gi|290752493|emb|CBH40465.1|
OG0000132	Mycoplasma_agalactiae	gi|71852120|gb|AAZ44728.1|	gi|290752497|emb|CBH40469.1|
OG0000132	Mycoplasma_genitalium	gi|71852120|gb|AAZ44728.1|	gi|3844680|gb|AAC71311.1|
OG0000132	Mycoplasma_gallisepticum	gi|71852120|gb|AAZ44728.1|	gi|31541662|gb|AAP56962.1|
OG0000133	Mycoplasma_agalactiae	gi|71852119|gb|AAZ44727.1|	gi|290752498|emb|CBH40470.1|
OG0000133	Mycoplasma_genitalium	gi|71852119|gb|AAZ44727.1|	gi|84626146|gb|AAC71312.2|
OG0000133	Mycoplasma_gallisepticum	gi|71852119|gb|AAZ44727.1|	gi|31541661|gb|AAP56961.1|
OG0000134	Mycoplasma_genitalium	gi|71852118|gb|AAZ44726.1|	gi|3844739|gb|AAC71364.1|
OG0000134	Mycoplasma_gallisepticum	gi|71852118|gb|AAZ44726.1|	gi|284812150|gb|AAP56839.2|
OG0000134	Mycoplasma_agalactiae	gi|71852118|gb|AAZ44726.1|	gi|290752499|emb|CBH40471.1|
OG0000135	Mycoplasma_gallisepticum	gi|144227445|gb|AAZ44145.2|	gi|31541573|gb|AAP56873.1|
OG0000135	Mycoplasma_genitalium	gi|144227445|gb|AAZ44145.2|	gi|1045746|gb|AAC71288.1|
OG0000135	Mycoplasma_agalactiae	gi|144227445|gb|AAZ44145.2|	gi|290752515|emb|CBH40487.1|
OG0000136	Mycoplasma_gallisepticum	gi|71851538|gb|AAZ44146.1|	gi|284811882|gb|AAP56438.2|
OG0000136	Mycoplasma_genitalium	gi|71851538|gb|AAZ44146.1|	gi|3845026|gb|AAC72454.1|
OG0000136	Mycoplasma_agalactiae	gi|71851538|gb|AAZ44146.1|	gi|290752516|emb|CBH40488.1|
OG0000137	Mycoplasma_agalactiae	gi|71851564|gb|AAZ44172.1|	gi|290752519|emb|CBH40491.1|
OG0000137	Mycoplasma_gallisepticum	gi|71851564|gb|AAZ44172.1|	gi|31541536|gb|AAP56836.1|
OG0000137	Mycoplasma_genitalium	gi|71851564|gb|AAZ44172.1|	gi|84626154|gb|AAC71497.2|
OG0000138	Mycoplasma_agalactiae	gi|144227447|gb|AAZ44150.2|	gi|290752521|emb|CBH40493.1|
OG0000138	Mycoplasma_gallisepticum	gi|144227447|gb|AAZ44150.2|	gi|284812078|gb|AAP56739.2|
OG0000138	Mycoplasma_genitalium	gi|144227447|gb|AAZ44150.2|	gi|1045940|gb|AAC71469.1|
OG0000139	Mycoplasma_gallisepticum	gi|71851541|gb|AAZ44149.1|	gi|284812079|gb|AAP56740.2|
OG0000139	Mycoplasma_genitalium	gi|71851541|gb|AAZ44149.1|	gi|3844848|gb|AAC71470.1|
OG0000139	Mycoplasma_agalactiae	gi|71851541|gb|AAZ44149.1|	gi|290752522|emb|CBH40494.1|
OG0000140	Mycoplasma_genitalium	gi|144227446|gb|AAZ44148.2|	gi|3844849|gb|AAC71471.1|
OG0000140	Mycoplasma_gallisepticum	gi|144227446|gb|AAZ44148.2|	gi|284812080|gb|AAP56741.2|
OG0000140	Mycoplasma_agalactiae	gi|144227446|gb|AAZ44148.2|	gi|290752523|emb|CBH40495.1|
OG0000141	Mycoplasma_agalactiae	gi|71851836|gb|AAZ44444.1|	gi|290752525|emb|CBH40497.1|
OG0000141	Mycoplasma_genitalium	gi|71851836|gb|AAZ44444.1|	gi|1045986|gb|AAC71510.1|
OG0000141	Mycoplasma_gallisepticum	gi|71851836|gb|AAZ44444.1|	gi|31541267|gb|AAP56568.1|
OG0000142	Mycoplasma_agalactiae	gi|71851838|gb|AAZ44446.1|	gi|290752527|emb|CBH40499.1|
OG0000142	Mycoplasma_gallisepticum	gi|71851838|gb|AAZ44446.1|	gi|31541269|gb|AAP56570.1|
OG0000142	Mycoplasma_genitalium	gi|71851838|gb|AAZ44446.1|	gi|1045988|gb|AAC71512.1|
OG0000143	Mycoplasma_agalactiae	gi|71851568|gb|AAZ44176.1|	gi|290752529|emb|CBH40501.1|
OG0000143	Mycoplasma_gallisepticum	gi|71851568|gb|AAZ44176.1|	gi|31541079|gb|AAP56381.1|
OG0000143	Mycoplasma_genitalium	gi|71851568|gb|AAZ44176.1|	gi|1045748|gb|AAC71290.1|
OG0000144	Mycoplasma_gallisepticum	gi|144227551|gb|AAZ44366.2|	gi|31541684|gb|AAP56984.1|
OG0000144	Mycoplasma_genitalium	gi|144227551|gb|AAZ44366.2|	gi|3844712|gb|AAC71340.1|
OG0000144	Mycoplasma_agalactiae	gi|144227551|gb|AAZ44366.2|	gi|290752531|emb|CBH40503.1|
OG0000145	Mycoplasma_agalactiae	gi|71851770|gb|AAZ44378.1|	gi|290752532|emb|CBH40504.1|
OG0000145	Mycoplasma_gallisepticum	gi|71851770|gb|AAZ44378.1|	gi|31541665|gb|AAP56965.1|
OG0000145	Mycoplasma_genitalium	gi|71851770|gb|AAZ44378.1|	gi|3844677|gb|AAC71308.1|
OG0000146	Mycoplasma_genitalium	gi|144227556|gb|AAZ44376.2|	gi|3844679|gb|AAC71310.1|
OG0000146	Mycoplasma_gallisepticum	gi|144227556|gb|AAZ44376.2|	gi|31541663|gb|AAP56963.1|
OG0000146	Mycoplasma_agalactiae	gi|144227556|gb|AAZ44376.2|	gi|290752534|emb|CBH40506.1|
OG0000147	Mycoplasma_agalactiae	gi|144227720|gb|AAZ44687.2|	gi|290752535|emb|CBH40507.1|
OG0000147	Mycoplasma_gallisepticum	gi|144227720|gb|AAZ44687.2|	gi|31541510|gb|AAP56810.1|
OG0000147	Mycoplasma_genitalium	gi|144227720|gb|AAZ44687.2|	gi|3844691|gb|AAC71321.1|
OG0000148	Mycoplasma_agalactiae	gi|144227540|gb|AAZ44349.2|	gi|290752538|emb|CBH40510.1|
OG0000148	Mycoplasma_genitalium	gi|144227540|gb|AAZ44349.2|	gi|3844852|gb|AAC71474.1|
OG0000148	Mycoplasma_gallisepticum	gi|144227540|gb|AAZ44349.2|	gi|284812280|gb|AAP57050.2|
OG0000152	Mycoplasma_agalactiae	gi|144227530|gb|AAZ44330.2|	gi|290752925|emb|CBH40900.1|, gi|290752733|emb|CBH40708.1|, gi|290752555|emb|CBH40527.1|
OG0000153	Mycoplasma_agalactiae	gi|144227529|gb|AAZ44329.2|	gi|290752924|emb|CBH40899.1|, gi|290752556|emb|CBH40528.1|, gi|290752734|emb|CBH40709.1|
OG0000155	Mycoplasma_agalactiae	gi|144227653|gb|AAZ44563.2|	gi|290752572|emb|CBH40544.1|
OG0000155	Mycoplasma_gallisepticum	gi|144227653|gb|AAZ44563.2|	gi|284812250|gb|AAP57005.2|, gi|284812249|gb|AAP57004.2|
OG0000156	Mycoplasma_agalactiae	gi|144227619|gb|AAZ44502.2|	gi|290752580|emb|CBH40552.1|
OG0000156	Mycoplasma_gallisepticum	gi|144227619|gb|AAZ44502.2|	gi|284812070|gb|AAP56730.2|
OG0000156	Mycoplasma_genitalium	gi|144227619|gb|AAZ44502.2|	gi|1045935|gb|AAC71464.1|
OG0000157	Mycoplasma_agalactiae	gi|71851892|gb|AAZ44500.1|	gi|290752583|emb|CBH40555.1|
OG0000157	Mycoplasma_gallisepticum	gi|71851892|gb|AAZ44500.1|	gi|284811986|gb|AAP56589.2|
OG0000157	Mycoplasma_genitalium	gi|71851892|gb|AAZ44500.1|	gi|3844702|gb|AAC71331.1|
OG0000158	Mycoplasma_gallisepticum	gi|144227659|gb|AAZ44571.2|	gi|31541507|gb|AAP56807.1|
OG0000158	Mycoplasma_genitalium	gi|144227659|gb|AAZ44571.2|	gi|84626161|gb|AAC71323.2|
OG0000158	Mycoplasma_agalactiae	gi|144227659|gb|AAZ44571.2|	gi|290752586|emb|CBH40558.1|
OG0000159	Mycoplasma_agalactiae	gi|71851903|gb|AAZ44511.1|	gi|290752589|emb|CBH40561.1|
OG0000159	Mycoplasma_gallisepticum	gi|71851903|gb|AAZ44511.1|	gi|31541561|gb|AAP56861.1|
OG0000159	Mycoplasma_genitalium	gi|71851903|gb|AAZ44511.1|	gi|3844636|gb|AAC71242.1|
OG0000161	Mycoplasma_agalactiae	gi|71852105|gb|AAZ44713.1|	gi|290752593|emb|CBH40565.1|
OG0000161	Mycoplasma_gallisepticum	gi|71852105|gb|AAZ44713.1|	gi|31541588|gb|AAP56888.1|, gi|284811843|gb|AAP56367.2|
OG0000162	Mycoplasma_agalactiae	gi|71852055|gb|AAZ44663.1|	gi|290752596|emb|CBH40568.1|
OG0000162	Mycoplasma_gallisepticum	gi|71852055|gb|AAZ44663.1|	gi|284811982|gb|AAP56584.2|
OG0000162	Mycoplasma_genitalium	gi|71852055|gb|AAZ44663.1|	gi|3844857|gb|AAC71484.1|
OG0000163	Mycoplasma_genitalium	gi|71852010|gb|AAZ44618.1|	gi|3844700|gb|AAC71329.1|
OG0000163	Mycoplasma_gallisepticum	gi|71852010|gb|AAZ44618.1|	gi|284812237|gb|AAP56986.2|
OG0000163	Mycoplasma_agalactiae	gi|71852010|gb|AAZ44618.1|	gi|290752597|emb|CBH40569.1|
OG0000164	Mycoplasma_agalactiae	gi|71851725|gb|AAZ44333.1|	gi|290752600|emb|CBH40572.1|
OG0000164	Mycoplasma_gallisepticum	gi|71851725|gb|AAZ44333.1|	gi|31541555|gb|AAP56855.1|
OG0000164	Mycoplasma_genitalium	gi|71851725|gb|AAZ44333.1|	gi|3845000|gb|AAC71635.1|
OG0000165	Mycoplasma_genitalium	gi|71852002|gb|AAZ44610.1|	gi|3845045|gb|AAC72471.1|
OG0000165	Mycoplasma_gallisepticum	gi|71852002|gb|AAZ44610.1|	gi|284811975|gb|AAP56576.2|
OG0000165	Mycoplasma_agalactiae	gi|71852002|gb|AAZ44610.1|	gi|290752601|emb|CBH40573.1|
OG0000166	Mycoplasma_agalactiae	gi|144227684|gb|AAZ44624.2|	gi|290752603|emb|CBH40575.1|
OG0000166	Mycoplasma_genitalium	gi|144227684|gb|AAZ44624.2|	gi|3844806|gb|AAC71426.1|
OG0000166	Mycoplasma_gallisepticum	gi|144227684|gb|AAZ44624.2|	gi|284811964|gb|AAP56558.2|
OG0000167	Mycoplasma_agalactiae	gi|71852111|gb|AAZ44719.1|	gi|290752604|emb|CBH40576.1|
OG0000167	Mycoplasma_genitalium	gi|71852111|gb|AAZ44719.1|	gi|3844655|gb|AAC71262.1|
OG0000167	Mycoplasma_gallisepticum	gi|71852111|gb|AAZ44719.1|	gi|284812135|gb|AAP56815.2|
OG0000168	Mycoplasma_agalactiae	gi|144227711|gb|AAZ44675.2|	gi|290752606|emb|CBH40578.1|
OG0000168	Mycoplasma_gallisepticum	gi|144227711|gb|AAZ44675.2|	gi|31541594|gb|AAP56894.1|
OG0000168	Mycoplasma_genitalium	gi|144227711|gb|AAZ44675.2|	gi|3844720|gb|AAC71347.1|
OG0000169	Mycoplasma_agalactiae	gi|144227710|gb|AAZ44674.2|	gi|290752619|emb|CBH40592.1|
OG0000169	Mycoplasma_genitalium	gi|144227710|gb|AAZ44674.2|	gi|3844717|gb|AAC71344.1|
OG0000169	Mycoplasma_gallisepticum	gi|144227710|gb|AAZ44674.2|	gi|284812189|gb|AAP56897.2|
OG0000170	Mycoplasma_gallisepticum	gi|71852065|gb|AAZ44673.1|	gi|31541223|gb|AAP56525.1|
OG0000170	Mycoplasma_genitalium	gi|71852065|gb|AAZ44673.1|	gi|3844963|gb|AAC71602.1|
OG0000170	Mycoplasma_agalactiae	gi|71852065|gb|AAZ44673.1|	gi|290752620|emb|CBH40593.1|
OG0000171	Mycoplasma_agalactiae	gi|144227441|gb|AAZ44137.2|	gi|290752626|emb|CBH40599.1|
OG0000171	Mycoplasma_gallisepticum	gi|144227441|gb|AAZ44137.2|	gi|284812021|gb|AAP56650.2|
OG0000171	Mycoplasma_genitalium	gi|144227441|gb|AAZ44137.2|	gi|3844997|gb|AAC71633.1|
OG0000172	Mycoplasma_genitalium	gi|71851530|gb|AAZ44138.1|	gi|3844996|gb|AAC71632.1|
OG0000172	Mycoplasma_gallisepticum	gi|71851530|gb|AAZ44138.1|	gi|31541350|gb|AAP56651.1|
OG0000172	Mycoplasma_agalactiae	gi|71851530|gb|AAZ44138.1|	gi|290752627|emb|CBH40600.1|
OG0000173	Mycoplasma_gallisepticum	gi|144227442|gb|AAZ44139.2|	gi|284812022|gb|AAP56652.2|
OG0000173	Mycoplasma_genitalium	gi|144227442|gb|AAZ44139.2|	gi|3844995|gb|AAC71631.1|
